SPECCD_ID,SCIENTIFIC,COMMON,MARFIS_CODE,MARFIS_COMM,,SPECIES_CODE,SPECIES_NAME,,,,,
3340,ECHIURIDAE F.,ECHIURIDAE F.,,,,,,,,,,
3400,ACANTHOCEPHALA P.,ACANTHOCEPHALA P.,,,,,,,,,,
3450,PRIAPULIDA C.,PRIAPULIDA C.,,,,,,,,,,
3451,PRIAPULUS CAUDATUS,PRIAPULUS,,,,,,,,,,
3460,ONUPHIDAE F.,ONUPHIDAE F.,,,,,,,,,,
3500,POLYNOIDAE F.,POLYNOIDAE F.,,,,,,,,,,
3501,LEPIDONOTUS SQUAMATUS,LEPIDONOTUS SQUAMATUS,,,,,,,,,,
3502,GATTYANA SP.,GATTYANA SP.,,,,,,,,,,
3503,HARMOTHOE SP.,HARMOTHOE SP.,,,,,,,,,,
3504,HARMOTHOE IMBRICATA,HARMOTHOE IMBRICATA,,,,,,,,,,
3505,HARMOTHOE EXTENUATA,HARMOTHOE EXTENUATA,,,,,,,,,,
3550,GLYCERA SP.,BLOOD WORMS,,,,,,,,,,
3551,GLYCERA CAPITATA,BLOOD WORM,,,,,,,,,,
3600,HETEROPODA,"SEA SNAILS,SEA BUTTERFLIES, PTEROPODA",,,,,,,,,,
3601,HETEROPODA,PELAGIC SEA SNAIL,,,,,,,,,,
3700,SIPUNCULUS SP.,SIPUNCULUS SP.,,,,,,,,,,
3701,GOLFINGIA SP.,GOLFINGIA SP.,,,,,,,,,,
3999,SAND TUBE,SAND TUBE,,,,,,,,,,
4000,MOLLUSCA P.,MOLLUSCA P.,,,,,,,,,,
4005,MOLLUSCA LARVAE,MOLLUSCA LARVAE,,,,,,,,,,
4110,SCAPHOPODA C.,TUSK OR TOOTHSHELLS,,,,,,,,,,
4200,GASTROPODA O.,SNAILS AND SLUGS,,,,,,,,,,
4201,AMPHISSA HALIAEETI,AMPHISSA HALIAEETI,,,,,,,,,,
4202,PUNCTURELLA NOACHINA,KEYHOLE LIMPET,,,,,,,,,,
4209,BUCCINIDAE F.,BUCCINIDAE F.,,,,,,,,,,
4210,BUCCINUM SP.,WHELKS,615,WHELKS,,,,,,,,
4211,BUCCINUM UNDATUM,"WAVE WHELK,COMMON EDIBLE",,,,,,,,,,
4212,BUCCINUM SCALARIFORME,SILKY BUCCINUM,,,,,,,,,,
4216,PROPEBELA CANCELLATA,CANCELLATE LORA,,,,,,,,,,
4220,NATICIDAE F.,MOONSNAIL UNSP,,,,,,,,,,
4221,EUSPIRA HEROS,NORTHERN MOONSNAIL,,,,,,,,,,
4222,NATICA CLAUSA,LITTLE MOONSHELL,,,,,,,,,,
4223,MARGARITES CINERA (OBSOLETE),MARGARITES CINERA,,,,,,,,,,
4224,MARGARITES COSTALIS,MARGARITES COSTALIS,,,,,,,,,,
4225,MARGARITES GROENLANDICA,MARGARITES GROENLANDICA,,,,,,,,,,
4227,NEPTUNEA DECEMCOSTATA,NEW ENGLAND NEPTUNE,,,,,,,,,,
4228,COLUS SP.,SPINDLE SHELL,,,,,,,,,,
4229,TURRITELLOPSIS SP.,TURRITELLOPSIS SP.,,,,,,,,,,
4230,APORRHAIS SP.,DUCK OR PELICAN FOOT,,,,,,,,,,
4231,NUCELLA LAPILLUS,NUCELLA LAPILLUS,,,,,,,,,,
4232,ILYANASSA OBSOLETA,MUD SNAIL,,,,,,,,,,
4233,NASSA BIVITTATA,DOG WHELK,,,,,,,,,,
4235,NASSARIIDAE OR THAISIDAE F.,DOG WHELKS,,,,,,,,,,
4240,EPITONIUM SP.,EPITONIUM,,,,,,,,,,
4250,LITTORINIDAE F.,PERIWINKLES,614,PERIWINKLES,,,,,,,,
4251,SKENEOPSIS SP.,SKENES,,,,,,,,,,
4252,VELUTINA LAEVIGATA,VELVET SHELL,,,,,,,,,,
4253,FISSURELLIDAE F.,KEYHOLE LIMPID,,,,,,,,,,
4254,MARGARITES HELICINA,MARGARITES HELICINA,,,,,,,,,,
4255,TROCHIDAE F.,TOP SHELLS,,,,,,,,,,
4256,PHILINE SINUATA,PHILINE SINUATA,,,,,,,,,,
4257,CYLICHNA ALBA,CYLICHNA ALBA,,,,,,,,,,
4258,LUNATIA TRISERIATA,SPOTTED NORTHERN MOONTAIL,,,,,,,,,,
4259,CALLIOSTOMA OCCIDENTALE,CALLIOSTOMA OCCIDENTALE,,,,,,,,,,
4260,AMAUROPSIS ISLANDICA,AMAUROPSIS ISLANDICA,,,,,,,,,,
4300,BIVALVIA C.,BIVALVIA C.,,,,,,,,,,
4301,ENSIS DIRECTUS,RAZOR SHELL CLAM,,,,,,,,,,
4302,THYASIRA SP.,THYASIRA SP.,,,,,,,,,,
4303,TELLINA SP.,TELLINA SP.,,,,,,,,,,
4304,ARCTICA ISLANDICA,OCEAN QUAHAUG,607,OCEAN QUAHAUG,,,,,,,,
4305,PANDORA GOULDIANA,PANDORA GOULDIANA,,,,,,,,,,
4306,CUSPIDARIA GLACIALIS,GLACIER DIPPER SHELL,,,,,,,,,,
4307,ASTARTE UNDATA,ASTARTE UNDATA,,,,,,,,,,
4308,NUCULA SP.,NUCULA SP.,,,,,,,,,,
4309,MYA TRUNCATA,MYA TRUNCATA,,,,,,,,,,
4310,"PROTOBRANCHIA, HETERODONTA",CLAMS (NS),609,"CLAMS, UNSPECIFIED",,,,,,,,
4311,VENUS MERCENARIA (OBSOLETE),QUAHAUG,,,,,,,,,,
4312,CYRTODARIA SILIQUA,BANK CLAM,605,"CLAMS, BANKS",,,,,,,,
4313,MACOMA SP.,MACOMA SP.,,,,,,,,,,
4314,PITAR MORRHUANA,MORRHUA VENUSNA,,,,,,,,,,
4315,SILIQUA SP.,RAZOR CLAM,,,,,,,,,,
4316,ASTARTE SP.,ASTARTE SP.,,,,,,,,,,
4317,SPISULA SOLIDISSIMA,"BAR,SURF CLAM",600,"CLAMS, ATLANTIC SURF/BAR",,,,,,,,
4318,MYA ARENARIA,SOFT SHELL CLAM,601,"CLAMS, SOFT SHELL",,,,,,,,
4319,HIATELLA ARCTICA,SOFT SHELL OR LONG NECK CLAM,,,,,,,,,,
4320,PECTINIDAE F.,SCALLOPS,618,"SCALLOP, UNSPECIFIED",,,,,,,,
4321,PLACOPECTEN MAGELLANICUS,SEA SCALLOP,612,"SCALLOP, SEA",,,,,,,,
4322,CHLAMYS ISLANDICA,ICELAND SCALLOP,617,"SCALLOP, ICELAND",,,,,,,,
4323,MERCENARIA MERCENARIA,HARD CLAM,741,"CLAMS, HARD SHELL",,,,,,,,
4324,ARGOPECTEN IRRADIANS,BAY SCALLOP,,,,,,,,,,
4325,ARGOPECTEN GIBBUS,CALICO SCALLOP,,,,,,,,,,
4326,CRASSOSTREA VIRGINICA,AMERICAN CUPPED OYSTER,,,,,,,,,,
4327,CYRTODARIA SP.,CYRTODARIA SP.,,,,,,,,,,
4328,ANOMIIDAE F.,ANOMIIDAE F.,,,,,,,,,,
4329,VENERIDAE F.,VENERIDAE F.,,,,,,,,,,
4330,MYTILIDAE F.,MUSSELS (NS),,,,,,,,,,
4331,MYTILUS EDULIS,COMMON MUSSELS,,,,,,,,,,
4332,MODIOLUS MODIOLUS,HORSE MUSSELS,,,,,,,,,,
4333,THYASIRIDAE F.,THYASIRIDAE F.,,,,,,,,,,
4334,MUSCULUS NIGER,MUSCULUS NIGER,,,,,,,,,,
4335,STROMBUS AND BUSYCON SP.,CONCHS,,,,,,,,,,
4336,AEQUIPECTEN GLYPTUS,AEQUIPECTEN GLYPTUS,,,,,,,,,,
4337,BATHYARCA PECTUNCULOIDES,BATHYARCA PECTUNCULOIDES,,,,,,,,,,
4338,ASTARTE CASTANEA,ASTARTE CASTANEA,,,,,,,,,,
4339,BATHYARCA SP.,BATHYARCA SP.,,,,,,,,,,
4340,CARDIIDAE F.,COCKLES,616,COCKLES,,,,,,,,
4341,CARDIUM SP.,CARDIUM SP.,,,,,,,,,,
4342,CLINOCARDIUM CILIATUM,ICELAND COCKLE,,,,,,,,,,
4343,SERRIPES GROENLANDICUS,GREENLAND COCKLE,,,,,,,,,,
4344,VENERICARDIA BOREALIS,HEART SHELL,,,,,,,,,,
4345,CERASTODERMA PINNULATUM,NORTHERN DWARF COCKLE,,,,,,,,,,
4346,SOLEMYA BOREALIS,SOLEMYA BOREALIS,,,,,,,,,,
4347,LIMATULA SP.,LIMATULA SP.,,,,,,,,,,
4349,PECTINIDAE SHELLS,SCALLOP SHELLS,,,,,,,,,,
4350,NUCULIDAE F.,NUT SHELLS,,,,,,,,,,
4351,NUCULANA SP.,NUCULANA SP.,,,,,,,,,,
4352,NUCULANA TENUISULCATA,THIN NUT CLAM,,,,,,,,,,
4353,NUCULANA BUCCATA,NUCULANA BUCCATA,,,,,,,,,,
4354,YOLDIA SP.,YOLDIA SP.,,,,,,,,,,
4355,MACTROMERIS POLYNYMA,"STIMPSON'S SURF CLAM, ARCTIC SURF CLAM",608,"CLAMS, STIMPSON SURF",,,,,,,,
4356,YOLDIA SAPOTILLA,YOLDIA SAPOTILLA,,,,,,,,,,
4360,NUCULANIDAE F.,NUCULANIDAE F.,,,,,,,,,,
4361,NUCULA  TENUIS,NUCULA  TENUIS,,,,,,,,,,
4370,TELLINIDAE F.,TELLINIDAE F.,,,,,,,,,,
4380,ANOMIA SIMPLEX,ANOMIA SIMPLEX,,,,,,,,,,
4381,ANOMIA SP.,ANOMIA SP.,,,,,,,,,,
4390,BLOOK ARK,BLOOK ARK,,,,,,,,,,
4400,NUDIBRANCHIA O.,SEA SLUGS,,,,,,,,,,
4410,DENDRONOTUS SP.,BUSHY BACKSLUG,,,,,,,,,,
4420,AEOLIDIA SP.,PLUMED SEASLUG,,,,,,,,,,
4430,CYLICHNIDAE F.,CANOE SHELLS,,,,,,,,,,
4431,SCAPHANDER PUNCTOSTRIATUS,GIANT CANOE BUBBLE,,,,,,,,,,
4500,CEPHALOPODA C.,CEPHALOPODA C.,,,,,,,,,,
4501,TEUTHOIDEA O.,TEUTHOIDEA O.,,,,,,,,,,
4502,MYOPSIDA S.O.,MYOPSIDA S.O.,,,,,,,,,,
4503,OEGOPSIDA S.O.,OEGOPSIDA S.O.,,,,,,,,,,
4504,SEPIOIDEA O.,SEPIOIDEA O.,,,,,,,,,,
4510,OMMASTREPHIDAE F.,OMMASTREPHIDAE F.,,,,,,,,,,
4511,ILLEX ILLECEBROSUS,SHORT-FIN SQUID,,,,,,,,,,
4512,LOLIGO PEALEII,"LONGFIN SQUID, LONGFIN INSHORE SQUID",,,,,,,,,,
4513,OMMASTREPHES SP.,OMMASTREPHES SP.,,,,,,,,,,
4514,"LOLIGINIDAE,OMMASTREPHIDAE F.",SQUID (NS),,,,,,,,,,
4515,ILLEX SP.,ILLEX SP.,,,,,,,,,,
4516,OMMASTREPHINAE S.F.,OMMASTREPHINAE S.F.,,,,,,,,,,
4517,ORNITHOTEUTHIS SP.,ORNITHOTEUTHIS SP.,,,,,,,,,,
4518,OMMASTREPHES BARTRAMI,OMMASTREPHES BARTRAMI,,,,,,,,,,
4519,OMMASTREPHES PTEROPSUS,OMMASTREPHES PTEROPSUS,,,,,,,,,,
4520,INCIRRINA S.O.,OCTOPUS,,,,,,,,,,
4521,OCTOPODA O.,OCTOPUS,,,,,,,,,,
4522,SEMIROSSIA TENERA,SEMIROSSIA TENERA,,,,,,,,,,
4523,ROSSIA HYATTI (OBSOLETE),ROSSIA HYATTI,,,,,,,,,,
4524,BATHYPOLYPUS ARCTICUS,BATHYPOLYPUS ARCTICUS,,,,,,,,,,
4525,ROSSIA PALPEBROSA,ROSSIA PALPEBROSA,,,,,,,,,,
4526,ROSSIA MEGAPTERA,ROSSIA MEGAPTERA,,,,,,,,,,
4527,STAUROTEUTHIDAE F.,STAUROTEUTHIDAE F.,,,,,,,,,,
4528,BOLITAENIDAE F.,BOLITAENIDAE F.,,,,,,,,,,
4529,OCTOPODIDAE F.,OCTOPODIDAE F.,,,,,,,,,,
4530,TREMOCTOPODIDAE F.,TREMOCTOPODIDAE F.,,,,,,,,,,
4531,ARGONAUTA ARGO,PAPER NAUTILUS,,,,,,,,,,
4532,ARGONAUTIDAE F.,ARGONAUTIDAE F.,,,,,,,,,,
4533,ALLOPOSIDAE F.,ALLOPOSIDAE F.,,,,,,,,,,
4534,OCYTHOIDAE F.,OCYTHOIDAE F.,,,,,,,,,,
4535,VAMPYROTEUTHIDAE F.,VAMPYROTEUTHIDAE F.,,,,,,,,,,
4536,SEPIOLODAE F.,SEPIOLIDAE F.,,,,,,,,,,
4537,HETEROTEUTHINAE S.F.,HETEROTEUTHINAE S.F.,,,,,,,,,,
4538,HETEROTEUTHIS DISPAR,HETEROTEUTHIS DISPAR,,,,,,,,,,
4539,SPIRULIDAE F.,SPIRULIDAE F.,,,,,,,,,,
4540,LOLIGINIDAE F.,LOLIGINIDAE F.,,,,,,,,,,
4541,LOLIGO SP.,LOLIGO SP.,,,,,,,,,,
4542,LYCOTEUTHIDAE F.,LYCOTEUTHIDAE F.,,,,,,,,,,
4543,LAMPADIOTEUTHIS SP.,LAMPADIOTEUTHIS SP.,,,,,,,,,,
4544,SELENOTEUTHIS SP.,SELENOTEUTHIS SP.,,,,,,,,,,
4545,ENOPLOTEUTHIDAE F.,ENOPLOTEUTHIDAE F.,,,,,,,,,,
4546,ENOPLOTEUTHINAE S.F.,ENOPLOTEUTHINAE S.F.,,,,,,,,,,
4547,ENOPLOTEUTHIS SP.,ENOPLOTEUTHIS SP.,,,,,,,,,,
4548,ENOPLOTEUTHIS ANAPSIS,ENOPLOTEUTHIS ANAPSIS,,,,,,,,,,
4549,ENOPLOTEUTHIS LEPTURA,ENOPLOTEUTHIS LEPTURA,,,,,,,,,,
4550,ABRALIA SP.,ABRALIA SP.,,,,,,,,,,
4551,ABRALIA REDFIELDI,ABRALIA REDFIELDI,,,,,,,,,,
4552,ABRALIA VERANYI,ABRALIA VERANYI,,,,,,,,,,
4553,ABRALIOPSIS SP.,ABRALIOPSIS SP.,,,,,,,,,,
4554,ABRALIOPSIS PFEFFERI,ABRALIOPSIS PFEFFERI,,,,,,,,,,
4556,ANCISTROCHEIRINAE S.F.,ANCISTROCHEIRINAE S.F.,,,,,,,,,,
4557,THELIDIOTEUTHIS SP.,THELIDIOTEUTHIS SP.,,,,,,,,,,
4558,PYROTEUTHINAE S.F.,PYROTEUTHINAE S.F.,,,,,,,,,,
4559,PTERYGIOTEUTHIS SP.,PTERYGIOTEUTHIS SP.,,,,,,,,,,
4560,PYROTEUTHIS SP.,PYROTEUTHIS SP.,,,,,,,,,,
4561,OCTOPOTEUTHIDAE F.,OCTOPOTEUTHIDAE F.,,,,,,,,,,
4562,OCTOPOTEUTHIS SP.,OCTOPOTEUTHIS SP.,,,,,,,,,,
4563,ONYCHOTEUTHIDAE F.,ONYCHOTEUTHIDAE F.,,,,,,,,,,
4564,ONYCHOTEUTHIS SP.,ONYCHOTEUTHIS SP.,,,,,,,,,,
4565,ONYKIA SP.,ONYKIA SP.,,,,,,,,,,
4566,CHIROTEUTHIDAE F.,CHIROTEUTHIDAE F.,,,,,,,,,,
4567,CHIROTEUTHIS SP.,CHIROTEUTHIS SP.,,,,,,,,,,
4568,GONATIDAE F.,GONATIDAE F.,,,,,,,,,,
4569,GONATUS SP.,GONATUS SP.,,,,,,,,,,
4570,LEPIDOTEUTHIDAE F.,LEPIDOTEUTHIDAE F.,,,,,,,,,,
4571,TETRONYCHOTEUTHIS SP.,TETRONYCHOTEUTHIS SP.,,,,,,,,,,
4572,PHOLIDOTEUTHIS SP.,PHOLIDOTEUTHIS SP.,,,,,,,,,,
4573,ARCHITEUTHIDAE F.,ARCHITEUTHIDAE F.,,,,,,,,,,
4574,HISTIOTEUTHIDAE F.,HISTIOTEUTHIDAE F.,,,,,,,,,,
4575,HISTIOTEUTHIS BONNELLII,HISTIOTEUTHIS BONNELLII,,,,,,,,,,
4576,HISTIOTEUTHIS CELETARIA CELETARIA,HISTIOTEUTHIS CELETARIA CELETARIA,,,,,,,,,,
4577,HISTIOTEUTHIS CORONA CORONA,HISTIOTEUTHIS CORONA CORONA,,,,,,,,,,
4578,HISTIOTEUTHIS DOFLEINI,HISTIOTEUTHIS DOFLEINI,,,,,,,,,,
4579,HISTIOTEUTHIS ELONGATA,HISTIOTEUTHIS ELONGATA,,,,,,,,,,
4580,HISTIOTEUTHIS REVERSA,HISTIOTEUTHIS REVERSA,,,,,,,,,,
4581,BATHYTEUTHIDAE F.,BATHYTEUTHIDAE F.,,,,,,,,,,
4582,CTENOPTERYX SP.,CTENOPTERYX SP.,,,,,,,,,,
4583,BRACHIOTEUTHIS SP.,BRACHIOTEUTHIS SP.,,,,,,,,,,
4584,MASTIGOTEUTHIS SP.,MASTIGOTEUTHIS SP.,,,,,,,,,,
4585,CRANCHIIDAE F.,CRANCHIIDAE F.,,,,,,,,,,
4586,CRANCHIINAE S.F.,CRANCHIINAE S.F.,,,,,,,,,,
4587,CRANCHIA SP.,CRANCHIA SP.,,,,,,,,,,
4588,LEACHIA SP.,LEACHIA SP.,,,,,,,,,,
4589,LIOCRANCHIA SP.,LIOCRANCHIA SP.,,,,,,,,,,
4590,TAONIINAE S.F.,TAONIINAE S.F.,,,,,,,,,,
4591,TAONIUS SP.,TAONIUS SP.,,,,,,,,,,
4592,TEUTHOWENIA SP.,TEUTHOWENIA SP.,,,,,,,,,,
4593,GALITEUTHIS SP.,GALITEUTHIS SP.,,,,,,,,,,
4594,HELICOCRANCHIA SP.,HELICOCRANCHIA SP.,,,,,,,,,,
4595,MEGALOCRANCHIA SP.,MEGALOCRANCHIA SP.,,,,,,,,,,
4596,EGEA SP.,EGEA SP.,,,,,,,,,,
4600,PTEROPODA,SEA BUTTERFLIES,,,,,,,,,,
4611,CLIONE LIMACINA,CLIONE LIMACINA,,,,,,,,,,
4621,LIMACINA HELICINA,HELOCID PTEROPOD,,,,,,,,,,
4622,LIMACINA RETROVERSA,SHELLED SEA BUTTERFLY,,,,,,,,,,
4700,POLYPLACOPHORA C.,CHITONS,,,,,,,,,,
4711,AMICULA VESTITA,AMICULA VESTITA,,,,,,,,,,
4712,ISCHNOCHITON SP.,ISCHNOCHITON SP.,,,,,,,,,,
4713,TONICELLA RUBRA,RED NORTHERN CHITON,,,,,,,,,,
4714,LEPIDOPLEURUS CANCELLATUS,ARCTIC CANCELLATE CHITON,,,,,,,,,,
4720,CHAETODERMA SP.,CHAETODERMA SP.,,,,,,,,,,
4997,OPERCULUM,OPERCULUM,,,,,,,,,,
4998,SQUID BEAKS,SQUID BEAKS,,,,,,,,,,
4999,MOLLUSC REMAINS,MOLLUSC REMAINS,,,,,,,,,,
5000,CHAETOGNATHA P.,ARROW WORMS,,,,,,,,,,
5011,SAGITTA ELEGANS,SAGITTA ELEGANS,,,,,,,,,,
5012,SAGITTA SP.,ARROW WORMS,,,,,,,,,,
5100,PYCNOGONIDA S.P.,SEA SPIDER,,,,,,,,,,
5101,PYCNOGONIDAE O.,PYCNOGONIDAE O.,,,,,,,,,,
5102,PYCNOGONUM LITTORALE,ANEMONE SEA SPIDER,,,,,,,,,,
5200,ARCHAEOGASTROPODA O.,LIMPET (NS),,,,,,,,,,
5201,CRUCIBULUM STRIATUM,CUP AND SAUCER LIMPET,,,,,,,,,,
5300,PLATYHELMINTHES,PLATYHELMINTHES,,,,,,,,,,
5500,RHYNCHOCOELA P.,RHYNCHOCOELA P.,,,,,,,,,,
6000,ECHINODERMATA P.,SPINY SKINNED ANIMALS,,,,,,,,,,
6006,BATHYNECTES SUPERBUS,PORTUNID CRABS,,,,,,,,,,
6100,ASTEROIDEA S.C.,ASTEROIDEA S.C.,,,,,,,,,,
6110,ASTERIAS SP.,ASTERIAS SP.,,,,,,,,,,
6111,ASTERIAS VULGARIS,PURPLE STARFISH,,,,,,,,,,
6113,LEPTASTERIAS POLARIS,LEPTASTERIAS POLARIS,,,,,,,,,,
6115,CTENODISCUS CRISPATUS,MUD STAR,,,,,,,,,,
6117,HIPPASTERIA PHRYGIANA,HIPPASTERIA PHRYGIANA,,,,,,,,,,
6119,HENRICIA SANGUINOLENTA,BLOOD STAR,,,,,,,,,,
6121,SOLASTER ENDECA,PURPLE SUNSTAR,,,,,,,,,,
6123,SOLASTER PAPPOSUS,SUN STAR,,,,,,,,,,
6125,PTERASTER MILITARIS,PTERASTER MILITARIS,,,,,,,,,,
6127,PENTAGONASTER TOSIA,PENTAGONASTER TOSIA,,,,,,,,,,
6128,PSILASTER ARCHASTER,PSILASTER ARCHASTER,,,,,,,,,,
6129,PORANIOMORPHA HISPIDA,PORANIOMORPHA HISPIDA,,,,,,,,,,
6130,PORANIOMORPHA BOREALIS,PORANIOMORPHA BOREALIS,,,,,,,,,,
6131,DIPLOPTERASTER MULTIPES,DIPLOPTERASTER MULTIPES,,,,,,,,,,
6132,LEPTASTERIAS MULLERI,MULLER'S STARFISH,,,,,,,,,,
6133,PONTASTER SP.,PONTASTER SP.,,,,,,,,,,
6134,LEPTASTERIAS TENERA,SLENDER ARMED SEA STAR,,,,,,,,,,
6135,ASTROTECTEN DUPLICATUS,ASTROTECTEN DUPLICATUS,,,,,,,,,,
6200,OPHIUROIDEA S.C.,BRITTLE STAR,,,,,,,,,,
6211,OPHIOPHOLIS ACULEATA,DAISY,,,,,,,,,,
6212,OPHIURA SP.,OPHIURA SP.,,,,,,,,,,
6213,OPHIURA SARSI,OPHIURA SARSI,,,,,,,,,,
6215,OPHIURA ROBUSTA,OPHIURA ROBUSTA,,,,,,,,,,
6217,STEGOPHIURA NODOSA,STEGOPHIURA NODOSA,,,,,,,,,,
6300,"GORGONOCEPHALIDAE,ASTERONYCHIDAE F.",BASKET STARS,,,,,,,,,,
6309,GORGONOCEPHALIDA F.,GORGONOCEPHALIDA F.,,,,,,,,,,
6310,GORGONOCEPHALUS SP.,GORGONOCEPHALUS SP.,,,,,,,,,,
6397,ECHINOIDEA C.,"SAND DOLLARS,URCHINS (NS)",,,,,,,,,,
6400,STRONGYLOCENTROTUS SP.,SEA URCHINS,650,SEA URCHINS,,,,,,,,
6411,STRONGYLOCENTROTUS DROEBACHIENSIS,STRONGYLOCENTROTUS DROEBACHIENSIS,,,,,,,,,,
6412,STRONGYLOCENTROTUS ECHINOIDES,STRONGYLOCENTROTUS ECHINOIDES,,,,,,,,,,
6413,BRISASTER FRAGILIS,HEART URCHIN,,,,,,,,,,
6420,ARABACIA SP.,ARABACIA SP.,,,,,,,,,,
6421,ARBACIA PUNCTULATA,PURPLE-SPINED SEA URCHIN,,,,,,,,,,
6500,CLYPEASTEROIDA O.,SAND DOLLARS,,,,,,,,,,
6511,ECHINARACHNIUS PARMA,ECHINARACHNIUS PARMA,,,,,,,,,,
6600,HOLOTHUROIDEA C.,SEA CUCUMBERS,619,SEA CUCUMBER,,,,,,,,
6611,CUCUMARIA FRONDOSA,CUCUMARIA FRONDOSA,,,,,,,,,,
6700,"PSOLUSES,THYONES,ETC. (NS)","PSOLUSES,THYONES,ETC. (NS)",,,,,,,,,,
6705,PHYLLOPHORIDAE F.,PHYLLOPHORIDAE F.,,,,,,,,,,
6710,PSOLUS SP.,PSOLUS SP.,,,,,,,,,,
6711,HAVELOCKIA SCABRA,HAVELOCKIA SCABRA,,,,,,,,,,
6712,THYONE UNISEMITA,THYONE UNISEMITA,,,,,,,,,,
6713,PSOLUS FABRICII,SCARLETT PSOLUS,,,,,,,,,,
6714,THYONE SP.,THYONE SP.,,,,,,,,,,
6715,PSOLUS PHANTAPUS,PSOLUS PHANTAPUS,,,,,,,,,,
6716,DUASMODACTYLA COMMUNE,DUASMODACTYLA COMMUNE,,,,,,,,,,
6717,CAUDINA ARENATA,CAUDINA ARENATA,,,,,,,,,,
6718,MOLPADIA SP.,MOLPADIA SP.,,,,,,,,,,
6719,CHIRIDOTA LAEVIS,CHIRIDOTA LAEVIS,,,,,,,,,,
6720,MOLPADIA MUSCULUS,MOLPADIA MUSCULUS,,,,,,,,,,
6801,ECHINOCARDIUM CORDATUM,ECHINOCARDIUM CORDATUM,,,,,,,,,,
6900,CRINOIDEA C.,SEA LILIES,,,,,,,,,,
6999,ECHINODERM REMAINS,ECHINODERM REMAINS,,,,,,,,,,
7000,"PARASITES,ROUND WORMS","PARASITES,ROUND WORMS",,,,,,,,,,
7001,RESERVED,COD/HADDOCK/POLLOCK,,,,,,,,,,
7002,RESERVED,SILVERHAKE/SQUID/ARGENTINE,,,,,,,,,,
7003,RESERVED,RESERVED,,,,,,,,,,
7004,RESERVED,RESERVED,,,,,,,,,,
7005,RESERVED,RESERVED,,,,,,,,,,
7006,RESERVED,RESERVED,,,,,,,,,,
7007,RESERVED,RESERVED,,,,,,,,,,
7008,RESERVED,RESERVED,,,,,,,,,,
7009,RESERVED,RESERVED,,,,,,,,,,
7010,RESERVED,FSRS - ECO - AT SEA SAMPLING,,,,,,,,,,
7011,RESERVED,FSRS - ECO - FISHERY INDEPENDENT,,,,,,,,,,
7012,RESERVED,RESERVED,,,,,,,,,,
7013,RESERVED,RESERVED,,,,,,,,,,
7014,RESERVED,RESERVED,,,,,,,,,,
7015,RESERVED,RESERVED,,,,,,,,,,
7016,RESERVED,RESERVED,,,,,,,,,,
7017,RESERVED,RESERVED,,,,,,,,,,
7018,RESERVED,RESERVED,,,,,,,,,,
7019,RESERVED,RESERVED,,,,,,,,,,
7020,RESERVED,RESERVED,,,,,,,,,,
7021,RESERVED,RESERVED,,,,,,,,,,
7022,RESERVED,RESERVED,,,,,,,,,,
7023,RESERVED,RESERVED,,,,,,,,,,
7024,RESERVED,RESERVED,,,,,,,,,,
7025,RESERVED,RESERVED,,,,,,,,,,
7026,RESERVED,RESERVED,,,,,,,,,,
7027,RESERVED,RESERVED,,,,,,,,,,
7028,RESERVED,RESERVED,,,,,,,,,,
7029,RESERVED,RESERVED,,,,,,,,,,
7030,RESERVED,RESERVED,,,,,,,,,,
7031,RESERVED,RESERVED,,,,,,,,,,
7032,RESERVED,RESERVED,,,,,,,,,,
7033,RESERVED,RESERVED,,,,,,,,,,
7034,RESERVED,RESERVED,,,,,,,,,,
7035,RESERVED,RESERVED,,,,,,,,,,
7036,RESERVED,RESERVED,,,,,,,,,,
7037,RESERVED,RESERVED,,,,,,,,,,
7038,RESERVED,RESERVED,,,,,,,,,,
7039,RESERVED,RESERVED,,,,,,,,,,
7040,RESERVED,RESERVED,,,,,,,,,,
7041,RESERVED,RESERVED,,,,,,,,,,
7042,RESERVED,RESERVED,,,,,,,,,,
7043,RESERVED,RESERVED,,,,,,,,,,
7044,RESERVED,RESERVED,,,,,,,,,,
7045,RESERVED,RESERVED,,,,,,,,,,
7046,RESERVED,RESERVED,,,,,,,,,,
7047,RESERVED,RESERVED,,,,,,,,,,
7048,RESERVED,RESERVED,,,,,,,,,,
7049,RESERVED,RESERVED,,,,,,,,,,
7050,RESERVED,4VSW SENTINAL SURVEY,,,,,,,,,,
7051,RESERVED,4X MOBILE GEAR SURVEY,,,,,,,,,,
7052,RESERVED,4VN SENTINAL SURVEY,,,,,,,,,,
7053,RESERVED,4VWX MONKFISH SURVEY,,,,,,,,,,
7054,RESERVED,4VWX SKATE SURVEY,,,,,,,,,,
7055,RESERVED,5Z FIXED GEAR SURVEY,,,,,,,,,,
7056,RESERVED,RESERVED,,,,,,,,,,
7057,RESERVED,RESERVED,,,,,,,,,,
7058,RESERVED,RESERVED,,,,,,,,,,
7059,RESERVED,RESERVED,,,,,,,,,,
7060,RESERVED,RESERVED,,,,,,,,,,
7061,RESERVED,RESERVED,,,,,,,,,,
7062,RESERVED,RESERVED,,,,,,,,,,
7063,RESERVED,RESERVED,,,,,,,,,,
7064,RESERVED,RESERVED,,,,,,,,,,
7065,RESERVED,RESERVED,,,,,,,,,,
7066,RESERVED,RESERVED,,,,,,,,,,
